,Medium,Classification,Title,Artist,ConstituentID,ThumbnailURL,class_color
31817,"Charcoal, ink, and white chalk on paper",Drawing,Man in a Cap,William Brice,771,http://www.moma.org/media/W1siZiIsIjMyMTYxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ca7fdfd3606eff4,black
31821,"Gouache, watercolor, metallic gouache, and pencil on paper",Drawing,Costume design for the ballet Harlequin for President,Keith Morrow Martin,7125,http://www.moma.org/media/W1siZiIsIjQzMDY2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb77d880f1a0a019,black
31823,"Cut-and-pasted paper, printed paper, cloth, and tin foil on cardboard",Drawing,"Collage, 48",Anne Ryan,5097,http://www.moma.org/media/W1siZiIsIjI2NDc3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c571cd6ceecab7e9,black
31826,"Watercolor, pencil, and ink on paper",Drawing,Nude with Violet Stockings and Black Hair (Akt mit violetten Strümpfen und schwarzem Haar),Egon Schiele,5215,http://www.moma.org/media/W1siZiIsIjEzMzkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c874fe921c45449,black
31827,Ink and crayon on paper,Drawing,Factory,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),263,http://www.moma.org/media/W1siZiIsIjEyMDAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b48b0e53c8b9b5e,black
31832,"Pencil, gouache, and watercolor on colored paper",Drawing,Gluttony,Paul Cadmus,909,http://www.moma.org/media/W1siZiIsIjEwMDg2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9d4e750e544b877,black
31840,Acrylic and pencil on paper,Drawing,"Study for Mouth, 8",Tom Wesselmann,6318,http://www.moma.org/media/W1siZiIsIjQwMDU2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=174e4b386bf858d7,black
31849,"Gouache, ink, and cut-and-pasted gelatin silver prints on black paper",Drawing,Figurines in Space: Study for the Triadic Ballet (Figurinen im Raum: Mise-en-scène for Das Triadische Ballett),Oskar Schlemmer,5219,http://www.moma.org/media/W1siZiIsIjEzNjE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7391110bf34bad1b,black
31851,Collage and ink on black paper,Drawing,Crucifixion,Antonio Saura,5181,http://www.moma.org/media/W1siZiIsIjMzNzMxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd0b464b3aae5976,black
31852,"Gouache, watercolor, and pencil on board",Drawing,Golgotha,Marc Chagall,1055,http://www.moma.org/media/W1siZiIsIjEyODc2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5882aa4a7823f21a,black
31868,Incising and oil on metal foil on paper,Drawing,Family in Paradise (Number 50),Joong Seop Lee,3451,http://www.moma.org/media/W1siZiIsIjI2NDgxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b102e899432678db,black
31873,Pencil and airbrush on paper,Drawing,Stinking with Sin,Jim Shaw,7968,http://www.moma.org/media/W1siZiIsIjI0NzA3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c82b8c2acbd684b,black
31876,"Cut-and-pasted colored and printed paper, cloth, wood, metal, cork, oil, pencil, and ink on board",Drawing,Merz Picture 32 A. The Cherry Picture (Merzbild 32 A. Das Kirschbild),Kurt Schwitters,5293,http://www.moma.org/media/W1siZiIsIjEyODU2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f7b42510ddc5f50,black
31883,Gouache and pencil on paper,Drawing,Composition,Aleksandr Rodchenko,4975,http://www.moma.org/media/W1siZiIsIjc1NjI4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b32723130a58fd64,black
31884,Gouache on paper mounted on board,Drawing,Handball,Ben Shahn,5366,http://www.moma.org/media/W1siZiIsIjExNTk3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f8a8dd0d09434b3,black
31889,"Gouache, watercolor, and pencil on paper",Drawing,Bathers in a Forest,Pablo Picasso,4609,http://www.moma.org/media/W1siZiIsIjIxMDA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=68b5e42d6cfd1052,black
31893,Pencil and watercolor on paper,Drawing,Seated Nude,Amedeo Modigliani,4038,http://www.moma.org/media/W1siZiIsIjM0NTcyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2012f39c612d1a6c,black
31898,Oil on tissue paper,Drawing,Study in Transparency,Morgan Russell,5093,http://www.moma.org/media/W1siZiIsIjQ1ODE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=255912ddfdd6c88e,black
31899,Oil over cardboard collage on canvas,Drawing,Henceforth,Gottfried Honegger,2719,http://www.moma.org/media/W1siZiIsIjI4MTg2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=912775e46a4a979c,black
31905,White pigment and pastel on blackboard-paint primed panel,Drawing,boom,Gary Simmons,7969,http://www.moma.org/media/W1siZiIsIjk3NjU0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3a0ce47a504055ca,black
31911,Pencil on paper mounted on canvas,Drawing,60 Minutes,William Anastasi,155,http://www.moma.org/media/W1siZiIsIjIzNjY2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1f141424b8f3b22,black
31914,Pencil and crayon on paper,Drawing,Condors and Carrion (Condors y carroña),Roberto Matta,3842,http://www.moma.org/media/W1siZiIsIjY4MzcxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=76196ccc0b4a516d,black
31917,"Charcoal, pencil, and colored pencil on paper",Drawing,Expectation,Jean Delville,1486,http://www.moma.org/media/W1siZiIsIjY0NTEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=57fe7ce7349f43f3,black
31923,"Pencil, pastel, and oil on two sheets of paper",Drawing,Seated Woman,Willem de Kooning,3213,http://www.moma.org/media/W1siZiIsIjE1NzA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0cc61981ff1cec01,black
31926,Pencil on notebook paper,Drawing,Campbell's Soup Can (Tomato),Andy Warhol,6246,http://www.moma.org/media/W1siZiIsIjMxMDAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=633fe1d25d03a5af,black
31929,Charcoal and watercolor on paper,Drawing,Pier and Ocean 5 (Sea and Starry Sky),Piet Mondrian,4057,http://www.moma.org/media/W1siZiIsIjI0MjMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a9086d446d59428,black
31933,"Ink, charcoal, pencil, and pastel on paper",Drawing,"Grain Elevators, Omaha",Preston Dickinson,1537,http://www.moma.org/media/W1siZiIsIjE4NjQ5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7057e9d846c76ca3,black
31944,Gouache and oil on paper mounted on board,Drawing,Rayonist Composition: Heads,Mikhail Larionov,3389,http://www.moma.org/media/W1siZiIsIjc1MTgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c80752b3923d795e,black
31953,"Watercolor, felt-tip pen, colored pencil, and pencil on transparentized paper",Drawing,Dorian Gray as His Dress Gets More Eccentric. Costume design for the unrealized play The Picture of Dorian Gray,Jim Dine,1547,http://www.moma.org/media/W1siZiIsIjE1MjI2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1649939ba19e68a9,black
31960,Ballpoint pen and watercolor on paper,Drawing,"""Young Man Come Back Soon!"" (""Junge komm bald wieder!"")",Sigmar Polke,4671,http://www.moma.org/media/W1siZiIsIjIwODA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58e680120a9e16d8,black
31962,"Ink, gouache, and watercolor on paper",Drawing,Rayonist Composition: Number 8,Mikhail Larionov,3389,http://www.moma.org/media/W1siZiIsIjIxMDA5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24a018d9ca2967b9,black
31968,Gouache on colored paper,Drawing,Rayonist Composition: Number 9,Mikhail Larionov,3389,http://www.moma.org/media/W1siZiIsIjIxMDA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=05a738eb7f994821,black
31970,"Cut-and-pasted printed paper, gouache, oil pastel, felt-tip pen, ink, and pencil on transparentized paper",Drawing,Basil Hallward's Costume for the First Scene in Studio. Costume design for The Picture of Dorian Gray,Jim Dine,1547,http://www.moma.org/media/W1siZiIsIjIxMDA5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9945a080b31ee944,black
31974,"Watercolor, gouache, and pencil on paper",Drawing,The City,Charles Burchfield,870,http://www.moma.org/media/W1siZiIsIjE2NjI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c4039c806a038f82,black
31978,"Ink, colored ink, and lithograph on four pieces of paper",Drawing,Journal d'un voyage utopique,Marcel Broodthaers,795,http://www.moma.org/media/W1siZiIsIjMyMjYxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=01ab0c22f8d7413f,black
31982,Gouache and ink on black paper mounted on cardboard,Drawing,Set design for Cuckold's Fair,Joan Junyer,2956,http://www.moma.org/media/W1siZiIsIjE2NjI4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d795fedf1a2e8c84,black
31988,Chalk  on paper,Drawing,Number 11,Edward Corbett,1240,http://www.moma.org/media/W1siZiIsIjI3OTMwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8695892dbcb334f1,black
31990,Ink and colored pencil on gray paper overlaid with vellum,Drawing,Accumulated Vision (Separates): Length Ration (In Perspective) #III,Barry Le Va,3435,http://www.moma.org/media/W1siZiIsIjE3MTA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63a81973dea2a77a,black
31992,"Gouache, ink, and pencil on paper",Drawing,Contra-construction in a Circle,Theo van Doesburg,6076,http://www.moma.org/media/W1siZiIsIjQ4ODg2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc98d989f755dfea,black
31993,"Ink, and colored pencil on gray paper",Drawing,Study for Equal Wall Base Divisions Crossed,Barry Le Va,3435,http://www.moma.org/media/W1siZiIsIjE3MTA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d119e3ce4ae32ad,black
32007,Ink on gessoed board with incising,Drawing,Personage,Jean Dubuffet,1633,http://www.moma.org/media/W1siZiIsIjI5NzA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=196b5c8263f0dc5f,black
32008,"Colored ink, watercolor, pencil, and crayon on paper",Drawing,G.A.1 (21.1.84),Gerhard Richter,4907,http://www.moma.org/media/W1siZiIsIjQ3NzQ2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9ed96367f9329cd,black
32019,Charcoal and pencil on paper,Drawing,Digits from the Wildwood,James Rosenquist,5021,http://www.moma.org/media/W1siZiIsIjI0NjI2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eba00fbf70d26404,black
32028,Incised ink on gesso on board,Drawing,Subway (Métro),Jean Dubuffet,1633,http://www.moma.org/media/W1siZiIsIjI5NzA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a730cc5dccdfef26,black
32030,"Colored pencil, crayon, oil, and pencil on paper",Drawing,Green Animal,Minnie Evans,7524,http://www.moma.org/media/W1siZiIsIjEwNjIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e98b06ff9c44a9e9,black
32035,Pencil and watercolor on paper on board,Drawing,N Watercolor 1. (The Heart Goes from Sugar to Coffee) (N Aquarell 1. (Das Herz geht vom Zucker zum Kaffee)),Kurt Schwitters,5293,http://www.moma.org/media/W1siZiIsIjEzNTcxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61f8c478be95d298,black
32049,Watercolor and pencil on board,Drawing,"Stairs, Provincetown",Charles Demuth,1490,http://www.moma.org/media/W1siZiIsIjE2ODcxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c233ee9f581e49e,black
32051,Lithographic crayon and gouache on paper,Drawing,Study for Ballroom with Hobby Horses,June Leaf,3438,http://www.moma.org/media/W1siZiIsIjI3OTAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27e25e8268287bce,black
32062,"Pastel, gouache, and pencil on paper",Drawing,Still Life,Preston Dickinson,1537,http://www.moma.org/media/W1siZiIsIjE2ODc0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=825fe1421c190182,black
32067,"Oil transfer drawing, watercolor, and ink on paper with watercolor and ink borders on board",Drawing,The Angler (Der Angler),Paul Klee,3130,http://www.moma.org/media/W1siZiIsIjEzNTU2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7f9c84bd7ee346c,black
32070,Ink transfer and ink on paper,Drawing,Goat with a Bird (Chèvre à l'oiseau),Jean Dubuffet,1633,http://www.moma.org/media/W1siZiIsIjIyNzg4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8debb3a377ff3820,black
32076,Conté crayon and pencil on paper,Drawing,Study for Head Bath,Robert Arneson,1,http://www.moma.org/media/W1siZiIsIjMwODE4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=714e0ea25b346cd8,black
32077,Felt-tip pen on paper,Drawing,Counting (Rocks),Mel Bochner,625,http://www.moma.org/media/W1siZiIsIjE0Mjg1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db454505982a3686,black
32083,Watercolor and gouache on paper,Drawing,Landscape of Michoacan,William Fett,1867,http://www.moma.org/media/W1siZiIsIjQ1NTAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6a9fa0e5fc3d93a2,black
32085,Ink on paper on board,Drawing,Stone Transcription (Transcription aux pierres),Jean Dubuffet,1633,http://www.moma.org/media/W1siZiIsIjMwMDcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53a730355f242f73,black
32087,"Acrylic on paper pinned to canvas, in two parts",Drawing,Defamation. Soft and Hard,Mike Kelley,3045,http://www.moma.org/media/W1siZiIsIjgxMzYyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8b2412fea4b2e5f9,black
32091,"Ink on paper, mounted on board",Drawing,Textural Transcription I (Transcription texturologique I),Jean Dubuffet,1633,http://www.moma.org/media/W1siZiIsIjI5NzA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=50d297ae9ed98caa,black
32092,"Watercolor, pencil, and ballpoint pen on paper",Drawing,"Sketch for Genoa, No. 2",Sandro Chia,1097,http://www.moma.org/media/W1siZiIsIjk3MTk2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=7e3a1a0b7332101c,black
32093,Ink and charcoal on paper,Drawing,Plowman,Win Knowlton,3170,http://www.moma.org/media/W1siZiIsIjI5NjQ5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=922226088b1696a5,black
32100,Charcoal and fixative on paper,Drawing,Palla-Santa,Enzo Cucchi,1323,http://www.moma.org/media/W1siZiIsIjk3MTk3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1e502305ed4df458,black
32101,Vinyl emulsion on paper,Drawing,Face Off,Justen Ladda,3338,http://www.moma.org/media/W1siZiIsIjI5NjQ5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99c905545a54c826,black
32103,Line block print with ink on paper,Drawing,"Hypertrophic Trophy (hypertrophie trophäe, trophée hypertrophique)",Max Ernst,1752,http://www.moma.org/media/W1siZiIsIjcxNjE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9f349b7f8f909f68,black
32110,Mud on paper,Drawing,River Avon Mud Drawing,Richard Long,3591,http://www.moma.org/media/W1siZiIsIjU3MDAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0e436e6713ccae9b,black
32113,"Gesso, wax, and pencil on paper",Drawing,Archaic Form,Knud Merrild,3937,http://www.moma.org/media/W1siZiIsIjMwODU0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3fc08d62fd5b161d,black
32120,"Watercolor, gesso, and wax on paper",Drawing,Synthesis,Knud Merrild,3937,http://www.moma.org/media/W1siZiIsIjMwODU0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8ec329cb16d23e8,black
32128,"Gesso, wax, and watercolor on paper",Drawing,Herma,Knud Merrild,3937,http://www.moma.org/media/W1siZiIsIjMwODU0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52a15ff3165a631d,black
32132,Crayon and pencil on board,Drawing,Verrazano Composite I,Yvonne Jacquette,2875,http://www.moma.org/media/W1siZiIsIjIwODE1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=581377ea469946fb,black
32137,"Cut-and-pasted papers, gouache, and ink on paper",Drawing,Landscape with Three Figures,Jean Dubuffet,1633,http://www.moma.org/media/W1siZiIsIjIxMDE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=020e2e81a6a44150,black
32138,Graphite wash and pencil on paper,Drawing,Voice,Jasper Johns,2923,http://www.moma.org/media/W1siZiIsIjIxNDc1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5fbf5793383d9182,black
32139,Paintstik on paper mounted on thin fabric,Drawing,Pittsburgh,Richard Serra,5349,http://www.moma.org/media/W1siZiIsIjg2MzUzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c738be6dca42b0fb,black
32140,Gouache on board with cutouts,Drawing,"Mountain, Navel, Anchors, Table",Jean (Hans) Arp,11,http://www.moma.org/media/W1siZiIsIjQyNDQyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3135ab51093ae00,black
32143,"Cut-and-pasted printed and painted papers, wood veneer, gouache, oil, and ink on board",Drawing,"Pancho Villa, Dead and Alive",Robert Motherwell,4126,http://www.moma.org/media/W1siZiIsIjExMTQwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=50ec1e25ffc4d7fc,black
32146,"Gelatin silver prints with pressure-sensitive tape, airbrush, pen, ink, pencil and colored ballpoint pen mounted on foamcore",Drawing,Robert (maquette),Chuck Close,1156,http://www.moma.org/media/W1siZiIsIjMxNTE2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3194f3d53b91816,black
32149,Watercolor on paper on board,Drawing,The Eye of Fate,Oscar Bluemner,612,http://www.moma.org/media/W1siZiIsIjIwODE2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6423b3bf08f93e20,black
32150,Chalk on paper,Drawing,Study for The Rock Drill,Jacob Epstein,1741,http://www.moma.org/media/W1siZiIsIjIwODE2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cec96e6c2f114912,black
32152,"Gouache, charcoal, watercolor, crayon, and pastel on paper",Drawing,Admiration,František Kupka,3302,http://www.moma.org/media/W1siZiIsIjIxMDE5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5838437c7bc1721,black
32153,"Ink, colored ink, felt-tip pen, and pencil on gelatin silver print with pressure-sensitive tape on foamcore",Drawing,Robert,Chuck Close,1156,http://www.moma.org/media/W1siZiIsIjI3OTA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f03cfc4e5d0cbda7,black
32161,"Watercolor, pencil, and crayon on paper",Drawing,Girl's Head,Marie Laurencin,3408,http://www.moma.org/media/W1siZiIsIjIxMDE5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a8aa325b426f3c44,black
32168,"Watercolor, opaque watercolor, ink and charcoal on paper",Drawing,Street in Arcueil (Strasse in Arcueil),Lyonel Feininger,1832,http://www.moma.org/media/W1siZiIsIjExNTU4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c829166e870c675d,black
32169,Cut-and-pasted gelatin silver prints and crayon on black paper mounted on board,Drawing,Corrections,Vito Acconci,53,http://www.moma.org/media/W1siZiIsIjI3OTA1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d67c9f5ce40c0b04,black
32182,Ink on transparent graph paper,Drawing,Taureau,Pablo Picasso,4609,http://www.moma.org/media/W1siZiIsIjcxMzI5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9e4c20ae0ddfa4fa,black
32194,Watercolor and gouache on mulberry paper,Drawing,Bat Dancing for a Slug,Morris Graves,2309,http://www.moma.org/media/W1siZiIsIjY0NjU4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f44d421d0518c217,black
32195,Casein and oil on paper mounted on canvas,Drawing,Conflict,Aleksander Kobzdej,3177,http://www.moma.org/media/W1siZiIsIjMwODU0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12c04ee3f69e7ee3,black
32206,Ink on bristol board,Drawing,From Above,Carmen L. Cicero,1124,http://www.moma.org/media/W1siZiIsIjI4MTg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4806130e5440b136,black
32209,Ink and pencil on paper (recto); Pencil on paper (verso),Drawing,Masai,Georg Baselitz,366,http://www.moma.org/media/W1siZiIsIjMwNjYyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a4d5def87de9515,black
32231,Collage on paper,Drawing,"Bed, Shoe and Cup",Elizabeth Murray,4185,http://www.moma.org/media/W1siZiIsIjI0NzA4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dde8b57094a828d4,black
32239,Charcoal and crayon on paper,Drawing,A Mirror on an Easel (Spiegel auf einer Staffelei),Max Beckmann,429,http://www.moma.org/media/W1siZiIsIjY1MTQ2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=4c1810f254e36888,black
32241,Cut-and-pasted printed paper and paper with watercolor and pencil on paper,Drawing,Fist in Mouth,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjEwMjU2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d19614d5b9ab2db2,black
32275,"Pencil, ink, colored ink, and gouache on paper",Drawing,Fuel Pump (Pompe à combustible),Francis Picabia,4607,http://www.moma.org/media/W1siZiIsIjc1NjU1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cc3c64abe437e78d,black
32278,Oil and crayon on paper,Drawing,The Glacier,Hans Schmithals,5244,http://www.moma.org/media/W1siZiIsIjE2NzMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4645b1709d09443e,black
